ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_pais,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,investigacao_status,total_aeronaves_envolvidas,ocorrencia_saida_pista,aeronave_matricula,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_pmd,aeronave_pmd_categoria,aeronave_assentos,aeronave_ano_fabricacao,aeronave_pais_fabricante,aeronave_pais_registro,aeronave_registro_categoria,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total,ocorrencia_tipo,ocorrencia_tipo_categoria,taxonomia_tipo_icao,fator_nome,fator_aspecto,fator_condicionante,fator_area,recomendacao_conteudo,recomendacao_status,recomendacao_destinatario_sigla,recomendacao_destinatario
ACIDENTE,VIAMÃO,RS,BRASIL,***,01/02/2021,09:20:00,FINALIZADA,1,NÃO,PRSTO,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1814,1814,1.0,1972.0,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,MANUTENÇÃO DA AERONAVE,DESEMPENHO DO SER HUMANO,MANUTENÇÃO DA AERONAVE,FATOR OPERACIONAL,"Divulgar os ensinamentos colhidos nesta investigação à Aero Agrícola São Miguel Ltda.-ME, no sentido de que aquele operador aperfeiçoe seus mecanismos administrativos e operacionais de recebimento, escrituração e verificação dos serviços de manutenção executados nas aeronaves sob sua responsabilidade, como forma de prevenir acidentes aeronáuticos.",AGUARDANDO RESPOSTA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
ACIDENTE,IVINHEMA,MS,BRASIL,***,01/03/2008,14:00:00,FINALIZADA,1,NÃO,PTURR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2004.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,VOO A BAIXA ALTURA,PRIVADA,DESTRUÍDA,1,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,PERCEPÇÃO,ASPECTO PSICOLÓGICO,INDIVIDUAL,FATOR HUMANO,Avaliar junto ao fabricante a necessidade de modificar o tipo de material usado nas lâminas dos corta-fios instalado nas aeronaves Ipanema para assegurar o rompimento de tipos de fios mais resistentes.,ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
ACIDENTE,ITIQUIRA,MT,BRASIL,***,01/03/2008,19:30:00,FINALIZADA,1,NÃO,PTUPC,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2003.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,MANUTENÇÃO DA AERONAVE,DESEMPENHO DO SER HUMANO,MANUTENÇÃO DA AERONAVE,FATOR OPERACIONAL,,,,
INCIDENTE,GUARULHOS,SP,BRASIL,SBGR,01/03/2009,20:00:00,,1,NÃO,LVBOT,AVIÃO,BOEING COMPANY,737-505,B735,PISTÃO,BIMOTOR,65990,65990,0.0,1990.0,ARGENTINA,ARGENTINA,AVIÃO,***,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,***,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,,,,,,,,
ACIDENTE,CORRENTINA,BA,BRASIL,***,01/03/2011,13:00:00,FINALIZADA,1,NÃO,PTUXX,AVIÃO,EMBRAER,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2009.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,PRIVADA,SUBSTANCIAL,0,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SCF-NP,SUPERVISÃO GERENCIAL,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL,"Tendo em vista os fatos relatados neste relatório, atuar junto ao operador da aeronave de modo a garantir que esta disponibilize aos seus tripulantes a tabela para balanceamento de peso da aeronave, modelo EMB 202A, com base nas diferentes configurações de peso, e levando em consideração os volumes de combustível e de defensivo agrícola utilizados. Além de permitir a adequada agilização e precisão dos cálculos e a evitar a operação da aeronave fora do envelope, de acordo com o estabelecido no Manual de Operação do fabricante da aeronave.",NÃO ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
INCIDENTE,RIO DE JANEIRO,RJ,BRASIL,SBRJ,01/03/2011,21:05:00,FINALIZADA,1,NÃO,PRPRC,AVIÃO,HAWKER BEECHCRAFT,390,PRM1,JATO,BIMOTOR,5670,5670,8.0,2008.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,TÁXI AÉREO,NENHUM,0,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO,MAC,,,,,,,,
INCIDENTE,BARRA DO GARÇAS,MT,BRASIL,SBBW,01/03/2012,12:50:00,FINALIZADA,1,NÃO,PPJCA,AVIÃO,BEECH AIRCRAFT,F90,BE9T,TURBOÉLICE,BIMOTOR,4967,4967,8.0,1981.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,PRIVADA,LEVE,0,OUTROS,OUTROS,OTHR,,,,,,,,
INCIDENTE,CURITIBA,PR,BRASIL,SBBI,01/03/2013,19:45:00,FINALIZADA,1,SIM,PPFKW,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,770,2.0,1990.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,INSTRUÇÃO,NENHUM,0,PERDA DE COMPONENTE NO SOLO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | PERDA DE COMPONENTE NO SOLO,SCF-NP,,,,,,,,
ACIDENTE,VILA BELA DA SANTÍSSIMA TRINDADE,MT,BRASIL,SSDP,01/03/2013,21:20:00,FINALIZADA,1,NÃO,PRTPL,AVIÃO,AIR TRACTOR,AT-502B,AT5T,TURBOÉLICE,MONOMOTOR,3629,3629,1.0,2012.0,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,DESTRUÍDA,0,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,MEMÓRIA,ASPECTO PSICOLÓGICO,INDIVIDUAL,FATOR HUMANO,"Incrementar a fiscalização nas oficinas homologadas para a manutenção de Air Tractor, modelo AT-502B, a fim de coibir a instalação de dispositivos não homologados no projeto.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
INCIDENTE,PORTO ALEGRE,RS,BRASIL,SBPA,01/03/2013,22:10:00,FINALIZADA,1,NÃO,PTOCQ,AVIÃO,CHINCUL SACAIFI,PA-28R-201,P28R,PISTÃO,MONOMOTOR,1247,1247,4.0,1990.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,INSTRUÇÃO,NENHUM,0,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SCF-NP,,,,,,,,
INCIDENTE,SÃO PAULO,SP,BRASIL,SBSP,01/03/2016,14:15:00,FINALIZADA,1,SIM,PRCON,AVIÃO,CESSNA AIRCRAFT,560XL,C56X,JATO,BIMOTOR,9072,9072,11.0,2005.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,CONGONHAS,RESENDE,TÁXI,PRIVADA,NENHUM,0,OUTROS,OUTROS,OTHR,,,,,,,,
ACIDENTE,MACAÉ,RJ,BRASIL,9PFC,01/03/2017,17:08:00,FINALIZADA,1,NÃO,PRMEY,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,S76,TURBOEIXO,BIMOTOR,5307,5307,14.0,2009.0,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,SÃO TOMÉ,PETROBRAS 37,POUSO,TÁXI AÉREO,SUBSTANCIAL,0,POUSO BRUSCO,CONTATO ANORMAL COM A PISTA | POUSO BRUSCO,ARC,SUPERVISÃO GERENCIAL,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL,"Analisar a viabilidade de solicitar à Petrobras a realização de estudo do ambiente eólico sobre o helideck da P-37 e demais plataformas com características similares às da P-37, conforme disposto nas observações do item 0202 da NORMAM--27/DPC.",ADOTADA,MB,DIRETORIA DE PORTOS E COSTA DA MARINHA DO BRASIL
INCIDENTE,GUARULHOS,SP,BRASIL,SBGR,01/03/2018,21:12:00,FINALIZADA,1,NÃO,PRYRL,AVIÃO,AIRBUS S.A.S,A320-253N,A20N,***,***,0,0,,,BRASIL,BRASIL,AVIÃO,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,PRESIDENTE JUSCELINO KUBITSCHEK,PUSHBACK,REGULAR,LEVE,0,AERONAVE ATINGIDA POR OBJETO,OUTROS | AERONAVE ATINGIDA POR OBJETO,OTHR,,,,,,,,
INCIDENTE,CAMPINAS,SP,BRASIL,SBKP,01/03/2019,14:35:00,FINALIZADA,1,NÃO,PRABD,AVIÃO,BOEING COMPANY,767-316F,B763,JATO,BIMOTOR,186880,186880,6.0,2005.0,BRASIL,BRASIL,AVIÃO,REGULAR,VIRACOPOS,EDUARDO GOMES,DECOLAGEM,REGULAR,LEVE,0,PERDA DE COMPONENTE NO SOLO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | PERDA DE COMPONENTE NO SOLO,SCF-NP,,,,,,,,
INCIDENTE GRAVE,ROSÁRIO OESTE,MT,BRASIL,SBCY,01/03/2020,22:50:00,FINALIZADA,1,NÃO,N36DA,AVIÃO,GULFSTREAM AEROSPACE,A40A3F,A40A3,JATO,BIMOTOR,26000,26000,21.0,1984.0,ESTADOS UNIDOS,ESTADOS UNIDOS,AVIÃO,PARTICULAR,AERÓDROMO NÃO CADASTRADO,VIRACOPOS,CRUZEIRO,PRIVADA,NENHUM,0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,OUTRO FATOR,OUTRO,***,OUTRO,"Reavaliar os seu mecanismos internos de fiscalização e controle, de forma a certificar-se que as aeronaves de matrícula estrangeira, ao realizar pousos e decolagens no território brasileiro, estejam em conformidade com as condições de aeronavegabilidade continuada, notadamente quando da ciência prévia, dentre outras condições, de que essas aeronaves apresentaram panes que resultaram em pouso de emergência, bem como quando da tentativa de decolagem sem terem comprovado o devido retorno ao serviço.",AGUARDANDO RESPOSTA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
INCIDENTE,SÃO LUÍS,MA,BRASIL,***,01/03/2020,19:40:00,FINALIZADA,1,NÃO,PRMHX,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,77000,77000,184.0,2008.0,BRASIL,BRASIL,AVIÃO,REGULAR,MARECHAL CUNHA MACHADO,PRESIDENTE JUSCELINO KUBITSCHEK,SUBIDA,REGULAR,NENHUM,0,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,,,,,,,,
ACIDENTE,VIANA,ES,BRASIL,***,01/03/2020,15:12:00,FINALIZADA,1,NÃO,PTHVQ,HELICÓPTERO,ROBINSON HELICOPTER,R22,R22,PISTÃO,MONOMOTOR,590,590,2.0,1990.0,BRASIL,BRASIL,HELICÓPTERO,INSTRUÇÃO,JOÃO MONTEIRO,JOÃO MONTEIRO,CRUZEIRO,INSTRUÇÃO,SUBSTANCIAL,0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,MANUTENÇÃO DA AERONAVE,DESEMPENHO DO SER HUMANO,MANUTENÇÃO DA AERONAVE,FATOR OPERACIONAL,,,,
INCIDENTE,BELÉM,PA,BRASIL,SBBE,01/03/2021,23:00:00,FINALIZADA,1,NÃO,PSBVI,AVIÃO,LEARJET,35A,LJ35,JATO,BIMOTOR,8301,8301,2.0,1984.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,VAL DE CANS / JÚLIO CEZAR RIBEIRO,CONGONHAS,SUBIDA,TÁXI AÉREO,LEVE,0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,,,,,,,,
ACIDENTE,ELDORADO,SP,BRASIL,***,01/03/2022,11:05:00,ATIVA,1,NÃO,PPIAI,AVIÃO,PIPER AIRCRAFT,PA-25-260,PA25,PISTÃO,MONOMOTOR,1315,1315,1.0,1968.0,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,NÃO IDENTIFICADO,NÃO IDENTIFICADO,CRUZEIRO,AGRÍCOLA,SUBSTANCIAL,1,OPERAÇÃO A BAIXA ALTITUDE,OPERAÇÃO A BAIXA ALTITUDE,LALT,,,,,,,,
INCIDENTE,BELÉM,PA,BRASIL,SBBE,01/03/2023,11:56:00,FINALIZADA,1,NÃO,PRYYI,AVIÃO,AIRBUS S.A.S.,A320-251N,A20N,JATO,BIMOTOR,79000,79000,,2017.0,BRASIL,BRASIL,AVIÃO,REGULAR,VAL DE CANS / JÚLIO CEZAR RIBEIRO,GUARARAPES - GILBERTO FREYRE,SUBIDA,REGULAR,LEVE,0,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,,,,,,,,
INCIDENTE,RIO DE JANEIRO,RJ,BRASIL,***,01/03/2023,19:30:00,FINALIZADA,1,NÃO,PRJAH,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,R44,PISTÃO,MONOMOTOR,1134,1134,4.0,2011.0,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,JACAREPAGUÁ,JACAREPAGUÁ,CIRCUITO DE TRÁFEGO,TÁXI AÉREO,LEVE,0,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,,,,,,,,
INCIDENTE,SÃO PAULO,SP,BRASIL,SBSP,01/04/2007,00:00:00,,1,NÃO,PPISG,AVIÃO,EMBRAER,EMB-120ER,E120,TURBOÉLICE,BIMOTOR,11990,11990,34.0,1990.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,REGULAR,***,0,INDETERMINADO,INDETERMINADO,UNK,,,,,,,,
ACIDENTE,PRIMAVERA DO LESTE,MT,BRASIL,***,01/04/2008,07:45:00,FINALIZADA,1,NÃO,PTGIO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201,IPAN,PISTÃO,MONOMOTOR,1550,1550,1.0,1976.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,VOO A BAIXA ALTURA,AGRÍCOLA,SUBSTANCIAL,0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,JULGAMENTO DE PILOTAGEM,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL,,,,
INCIDENTE,GUARULHOS,SP,BRASIL,***,01/04/2009,20:25:00,,1,NÃO,PTMUC,AVIÃO,BOEING COMPANY,777-32WER,B77W,JATO,BIMOTOR,346544,346544,382.0,2008.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,OUTRA FASE,REGULAR,LEVE,0,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,,,,,,,,
ACIDENTE,SOROCABA,SP,BRASIL,SDCO,01/04/2009,14:30:00,FINALIZADA,1,SIM,PPDLF,AVIÃO,CIA AERONAUTICA PAULISTA,CAP-4,PAUL,PISTÃO,MONOMOTOR,587,587,2.0,1947.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,INSTRUÇÃO,LEVE,0,POUSO BRUSCO,CONTATO ANORMAL COM A PISTA | POUSO BRUSCO,ARC,SUPERVISÃO GERENCIAL,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL,"Realizar uma vistoria de segurança de voo no Aeroclube de Sorocaba, a fim de verificar as suas condições operacionais, em especial no tocante à padronização dos instrutores.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
INCIDENTE,SALVADOR,BA,BRASIL,SBSV,01/04/2009,07:25:00,,1,NÃO,PTMZP,AVIÃO,AIRBUS INDUSTRIE,A320-231,A320,JATO,BIMOTOR,77000,77000,183.0,1991.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,REGULAR,LEVE,0,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,,,,,,,,
INCIDENTE,GUARULHOS,SP,BRASIL,SBGR,01/04/2009,01:22:00,,1,NÃO,PRMBD,AVIÃO,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,77000,77000,182.0,2006.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,REGULAR,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,,,,,,,,
INCIDENTE,CASCAVEL,PR,BRASIL,SBCA,01/04/2009,10:33:00,,1,NÃO,PTVEZ,AVIÃO,EMBRAER,EMB-820C CARAJA,PAT4,TURBOÉLICE,BIMOTOR,3629,3629,8.0,1988.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,TÁXI AÉREO,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,,,,,,,,
INCIDENTE,FORTALEZA,CE,BRASIL,SBFZ,01/04/2010,13:16:00,FINALIZADA,1,NÃO,PRGTH,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,79000,79000,194.0,2006.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,REGULAR,LEVE,0,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,,,,,,,,
INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,BRASIL,***,01/04/2011,12:27:00,FINALIZADA,1,NÃO,PPMKE,HELICÓPTERO,EUROCOPTER FRANCE,AS 365 N2,AS65,TURBOEIXO,BIMOTOR,4250,4250,13.0,2003.0,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,TÁXI AÉREO,NENHUM,0,POUSO EM LOCAL NÃO PREVISTO,OUTROS | POUSO EM LOCAL NÃO PREVISTO,OTHR,,,,,,,,
ACIDENTE,CAIABU,SP,BRASIL,***,01/04/2011,12:30:00,FINALIZADA,1,NÃO,PRMFM,AVIÃO,AIR TRACTOR,AT-802A,AT8T,TURBOÉLICE,MONOMOTOR,7258,7258,1.0,2006.0,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FAZENDA NOVA FLORESTA,FAZENDA NOVA FLORESTA,CIRCUITO DE TRÁFEGO,AGRÍCOLA,DESTRUÍDA,0,PANE SECA,COMBUSTÍVEL | PANE SECA,FUEL,,,,,,,,
INCIDENTE GRAVE,IPATINGA,MG,BRASIL,***,01/04/2011,19:10:00,FINALIZADA,1,NÃO,PTJZC,AVIÃO,PIPER AIRCRAFT,PA-28R-200,P28R,PISTÃO,MONOMOTOR,1202,1202,4.0,1974.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,PRIVADA,SUBSTANCIAL,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,,,,,,,,
INCIDENTE,GUARULHOS,SP,BRASIL,***,01/04/2012,13:30:00,FINALIZADA,1,NÃO,PPPTO,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,22500,22500,73.0,2008.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,,,,,,,,
INCIDENTE,RIO DE JANEIRO,RJ,BRASIL,SBJR,01/04/2013,14:15:00,FINALIZADA,1,NÃO,PRMOG,AVIÃO,BEECH AIRCRAFT,200,BE20,TURBOÉLICE,BIMOTOR,5670,5670,10.0,1980.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,PRIVADA,NENHUM,0,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO,MAC,,,,,,,,
INCIDENTE,GOIÂNIA,GO,BRASIL,SBNV,01/04/2016,20:30:00,FINALIZADA,1,NÃO,PRTAL,AVIÃO,CESSNA AIRCRAFT,T210N,C210,PISTÃO,MONOMOTOR,1814,1814,6.0,1979.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,AERÓDROMO NACIONAL DE AVIAÇÃO,AERÓDROMO NACIONAL DE AVIAÇÃO,POUSO,PRIVADA,LEVE,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,,,,,,,,
ACIDENTE,ARAGARÇAS,GO,BRASIL,SJVO,01/04/2017,21:40:00,FINALIZADA,1,NÃO,PUCST,ULTRALEVE,***,CORSARIO MK III,ULAC,PISTÃO,MONOMOTOR,500,500,2.0,1995.0,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,ARAGARÇAS,ARAGARÇAS,DECOLAGEM,EXPERIMENTAL,SUBSTANCIAL,2,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,,,,,,,,
INCIDENTE,ROSÁRIO,MA,BRASIL,***,01/04/2018,20:50:00,FINALIZADA,1,NÃO,PPJJJ,HELICÓPTERO,HELIBRAS,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,2250,2250,6.0,2010.0,BRASIL,BRASIL,HELICÓPTERO,ADMINISTRAÇÃO DIRETA,GRUPO TÁTICO AÉREO,FORA DE AERODROMO,MANOBRA,POLICIAL,LEVE,0,OPERAÇÃO A BAIXA ALTITUDE,OPERAÇÃO A BAIXA ALTITUDE,LALT,,,,,,,,
ACIDENTE,ROSÁRIO,MA,BRASIL,***,01/04/2018,19:00:00,FINALIZADA,1,NÃO,PPWVR,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,R44,PISTÃO,MONOMOTOR,1134,1134,4.0,2010.0,BRASIL,BRASIL,HELICÓPTERO,PARTICULAR,FORA DE AERODROMO,VEJA,CRUZEIRO,PRIVADA,SUBSTANCIAL,4,FALHA ESTRUTURAL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | FALHA ESTRUTURAL,SCF-NP,,,,,,,,
ACIDENTE,CAMPINAS,SP,BRASIL,***,01/04/2019,02:47:00,ATIVA,1,NÃO,PTFEG,AVIÃO,EMBRAER,EMB-121A1,E121,TURBOÉLICE,BIMOTOR,5670,5670,7.0,1982.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,SOROCABA,BRIGADEIRO LYSIAS RODRIGUES,SUBIDA,PRIVADA,SUBSTANCIAL,0,ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO,SCF-NP,,,,,,,,
ACIDENTE,IBIRUBÁ,RS,BRASIL,***,01/04/2020,10:30:00,FINALIZADA,1,SIM,PTDZB,AVIÃO,CESSNA AIRCRAFT,A188A,C188,PISTÃO,MONOMOTOR,1497,1497,1.0,0.0,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,SUPERVISÃO GERENCIAL,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL,"Atuar junto à empresa Avante Aviação Agrícola Ltda., a fim de verificar o cumprimento, por parte daquele operador, das medidas previstas em seu Manual de Gerenciamento de Segurança Operacional (MGSO), em especial às relativas a identificação, avaliação e mitigação dos riscos afetos à operação.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
INCIDENTE,ITAÍ,SP,BRASIL,***,01/04/2020,20:01:00,FINALIZADA,1,NÃO,PRERL,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1905,1905,1.0,1975.0,BRASIL,BRASIL,AVIÃO,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,AGRÍCOLA,LEVE,0,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,,,,,,,,
INCIDENTE,SÃO VICENTE,SP,BRASIL,***,01/04/2020,20:30:00,FINALIZADA,1,NÃO,PRSPG,HELICÓPTERO,HELIBRAS,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,2250,2250,6.0,2010.0,BRASIL,BRASIL,HELICÓPTERO,ADMINISTRAÇÃO DIRETA,GRUPAMENTO AÉREO DA POLÍCIA MILITAR/ PRAIA GRANDE,GRUPAMENTO AÉREO DA POLÍCIA MILITAR/ PRAIA GRANDE,MANOBRA,POLICIAL,LEVE,0,OUTROS,OUTROS,OTHR,,,,,,,,
